책 제목,URL,저자/역자,발행일,작성일,작성자,구매,평점,리뷰,ISBN13,숫자평점
파이썬 텍스트 마이닝 완벽 가이드,http://www.yes24.com/Product/Goods/107008224,"박상언, 강주영, 정석찬 저",2022-02-18,2022-05-03,n*****o,,평점5점,텍스트 마이닝을 기초 개념부터 BERT 등 딥러닝 기법까지 차근차근 배울 수 있는 좋은 책,9791158393007,5.0
그림과 실습으로 배우는 도커 & 쿠버네티스,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=291419629,"오가사와라 시게타카,심효섭",2022-04-05,2022-05-01,Hansol Lee,구매,3점,쉽게 설명하고자 여러 비유를 한 책이지만 오히려 독이된 것 같다. 그냥 설명해줘요,9791158393038,3.0
생활코딩! HTML+CSS+자바스크립트,http://www.yes24.com/Product/Goods/108553101,이고잉 저,2022-04-07,2022-04-29,라**이,,내용 평점5점  편집/디자인 평점5점,생활코딩! HTML+CSS+자바스크립트 생활코딩! HTML+CSS+자바스크립트 생활코딩에서 책이 나왔다. 따끈따끈한 Html 말이다. 입문자 용 책이다. HTML은 개발의 가장 기초적인 언어니까 말이다. HTML만 제대로 알아도 코딩좀 할줄 아네 소리를 들을 수 있을 만큼 아주 기초이자 기본인 언어이다. 그래서 요것을 기본으로 필수로 알아야 하니까 말이다. HTML... 더보기,9791158393274,5.0
생활코딩! HTML + CSS + 자바스크립트,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=291695193,이고잉,2022-04-07,2022-04-29,ljjyyy,구매,5점,생활코딩! HTML+CSS+자바스크립트 생활코딩! HTML+CSS+자바스크립트생활코딩! HTML+CSS+자바스크립트생활코딩에서 책이 나왔다. 따끈따끈한 Html 말이다. 입문자 용 책이다. HTML은 개발의 가장 기초적인 언어니까 말이다. HTML만 제대로 알아도 코딩좀 할줄 아네 소리를 들을 수 있을 만큼 아주 기초이자 기본인 언어이다. 그래서 요것을 기본으로 필수로 알아야 하니까 말이다. HTML + CSS + 자바스크립트까지 프론트개발의 기본적인 지식을 쌓을 수 있는 이 책은 개발 전문 서적 답게 두께도 두껍긴 하지만 그렇다고 벽돌 수준은 아니다. 그리고 개발 책이... + 더보기,9791158393274,5.0
생활코딩! HTML + CSS + 자바스크립트,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=291695193,이고잉,2022-04-07,2022-04-29,ljjyyy,구매,5점,생활코딩! HTML+CSS+자바스크립트 생활코딩! HTML+CSS+자바스크립트생활코딩! HTML+CSS+자바스크립트생활코딩에서 책이 나왔다. 따끈따끈한 Html 말이다. 입문자 용 책이다. HTML은 개발의 가장 기초적인 언어니까 말이다. HTML만 제대로 알아도 코딩좀 할줄 아네 소리를 들을 수 있을 만큼 아주 기초이자 기본인 언어이다. 그래서 요것을 기본으로 필수로 알아야 하니까 말이다. HTML + CSS + 자바스크립트까지 프론트개발의 기본적인 지식을 쌓을 수 있는 이 책은 개발 전문 서적 답게 두께도 두껍긴 하지만 그렇다고 벽돌 수준은 아니다. 그리고 개발 책이... + 더보기,9791158393274,5.0
모던 자바스크립트 Deep Dive,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=251552545,이웅모,2020-09-25,2022-04-29,토비,구매,5점,괜찮은 책,9791158392239,5.0
"파이썬을 이용한 머신러닝, 딥러닝 실전 개발 입문",https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=220568490,"쿠지라 히코우즈쿠에,윤인성",2019-12-10,2022-04-29,hjejbs77,구매,5점,졸업작품 때문에 여기서 책을 구매했는데 아직 사용은 못했지만 조만간 책을 유용하게 사용할 거 같아요 설명도 잘 되어 있어서 좋아요,9791158391799,5.0
NFT 실체와 가치,http://www.yes24.com/Product/Goods/108223571,장세형 저,2022-03-30,2022-04-28,중*이,,내용 평점5점  편집/디자인 평점5점,"대체불가토큰(NFT)이 여전히 핫 이슈입니다. 인도네시아의 어느 대학생은 5년간 찍은 셀카를 NFT로 발행했는데, 이 사진이 14억에 팔려 세상을 놀라게 했습니다. 며칠 전엔 나이키에서 NFT 한정판 신발을 900만원에 내놓았습니다. 신을 수도 없는 신발이지만 900만원이라니 놀랍기만 합니다. 대체 NFT가 무엇이기에 이런 광풍이 불고 있는 걸까요? 메타버스에 대... 더보기",9791158393212,5.0
NFT 실체와 가치,http://www.yes24.com/Product/Goods/108223571,장세형 저,2022-03-30,2022-04-28,좋**상,,내용 평점5점  편집/디자인 평점5점,"4차 산업혁명, 그리고 코로나로 인한 팬데믹. 이들이 만나 복합적 상황이 되면서 비대면과 연관된 기술의 발전과 확산이 증폭되었다. 그 중 대표적인 것이 바로 NFT이다. 암호화폐의 거래로 누군가 엄청난 부자가 됐다, 자신의 사진에 NFT를 접목시켜 높은 가격에 거래를 했다 등 심심찮게 뉴스에 나오곤 한다. 그런데... NFT가 뭘까? 이 책은 NFT의 본질에 대... 더보기",9791158393212,5.0
NFT 실체와 가치,http://www.yes24.com/Product/Goods/108223571,장세형 저,2022-03-30,2022-04-28,주*길,,내용 평점5점  편집/디자인 평점5점,위키북스는 프로그래밍 언어와 IT 기술과 관련한 서적을 많이 출간했다. 제목과 표지 그리고 출판사 이름을 보았을 때 기술서적이라고 생각했다. NFT에 관한 개요나 정보를 전달하기보다는 NFT의 실체에 대해 정확한 시선으로 토큰의 본질을 꿰뚫어나가는 설명을 따라가다 보니 기술서적보다는 인문학 경제 서적과 가깝다는 느낌을 많이 받았다. NFT의 진정한 가치에... 더보기,9791158393212,5.0
NFT 실체와 가치,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=291003182,장세형,2022-03-30,2022-04-28,중동이,구매,5점,"NFT 실체와 가치 대체불가토큰(NFT)이 여전히 핫 이슈입니다. 인도네시아의 어느 대학생은 5년간 찍은 셀카를 NFT로 발행했는데, 이 사진이 14억에 팔려 세상을 놀라게 했습니다. 며칠 전엔 나이키에서 NFT 한정판 신발을 900만원에 내놓았습니다. 신을 수도 없는 신발이지만 900만원이라니 놀랍기만 합니다.     대체 NFT가 무엇이기에 이런 광풍이 불고 있는 걸까요? 메타버스에 대한 서적들을 읽다보면 꼭 언급되는 항목 가운데 하나가 NFT입니다. 그래서 메타버스에 대한 서적을 통해 대략적인 개념과 내용을 알고 있지만, 그럼에도 보다 ... + 더보기",9791158393212,5.0
NFT 실체와 가치,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=291003182,장세형,2022-03-30,2022-04-28,좋은세상,구매,5점,"NFT 실체와 가치 : NFT와 블록체인이 이끌어갈 메타버스 시대의 경제 생태계 4차 산업혁명, 그리고 코로나로 인한 팬데믹.이들이 만나 복합적 상황이 되면서 비대면과 연관된 기술의 발전과 확산이 증폭되었다.그 중 대표적인 것이 바로 NFT이다.암호화폐의 거래로 누군가 엄청난 부자가 됐다, 자신의 사진에 NFT를 접목시켜 높은 가격에 거래를 했다 등 심심찮게 뉴스에 나오곤 한다.그런데... NFT가 뭘까?이 책은 NFT의 본질에 대해 설명하고 있다.코인의 가격이나, NFT 개발 방법을 보여주는 책들은 있다.그런데 NFT의 본질에 대해 이처럼 상세하게 설명해 주는 책은 이 책이 유일하지 않을까 싶다.NFT(Non... + 더보기",9791158393212,5.0
NFT 실체와 가치,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=291003182,장세형,2022-03-30,2022-04-28,주한길,구매,5점,[독서-673] NFT 실체와 가치 - 메타버스 시대의 경제 생태계 위키북스는 프로그래밍 언어와  IT 기술과 관련한 서적을 많이 출간했다. 제목과 표지 그리고 출판사 이름을 보았을 때 기술서적이라고 생각했다. NFT에 관한 개요나 정보를 전달하기보다는 NFT의 실체에 대해 정확한 시선으로 토큰의 본질을 꿰뚫어나가는 설명을 따라가다 보니 기술서적보다는 인문학 경제 서적과 가깝다는 느낌을 많이 받았다. NFT의 진정한 가치에 대해 생각해 보고 앞으로의 발전 가능성을 생각해 보게 한다.NFT(Non-Fungible Token)을 제대로 알기 위해서 NFT의 실체라고 할 수 있는 토큰을 알아야 ... + 더보기,9791158393212,5.0
NFT 실체와 가치,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=291003182,장세형,2022-03-30,2022-04-28,중동이,구매,5점,"NFT 실체와 가치 대체불가토큰(NFT)이 여전히 핫 이슈입니다. 인도네시아의 어느 대학생은 5년간 찍은 셀카를 NFT로 발행했는데, 이 사진이 14억에 팔려 세상을 놀라게 했습니다. 며칠 전엔 나이키에서 NFT 한정판 신발을 900만원에 내놓았습니다. 신을 수도 없는 신발이지만 900만원이라니 놀랍기만 합니다.     대체 NFT가 무엇이기에 이런 광풍이 불고 있는 걸까요? 메타버스에 대한 서적들을 읽다보면 꼭 언급되는 항목 가운데 하나가 NFT입니다. 그래서 메타버스에 대한 서적을 통해 대략적인 개념과 내용을 알고 있지만, 그럼에도 보다 ... + 더보기",9791158393212,5.0
NFT 실체와 가치,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=291003182,장세형,2022-03-30,2022-04-28,좋은세상,구매,5점,"NFT 실체와 가치 : NFT와 블록체인이 이끌어갈 메타버스 시대의 경제 생태계 4차 산업혁명, 그리고 코로나로 인한 팬데믹.이들이 만나 복합적 상황이 되면서 비대면과 연관된 기술의 발전과 확산이 증폭되었다.그 중 대표적인 것이 바로 NFT이다.암호화폐의 거래로 누군가 엄청난 부자가 됐다, 자신의 사진에 NFT를 접목시켜 높은 가격에 거래를 했다 등 심심찮게 뉴스에 나오곤 한다.그런데... NFT가 뭘까?이 책은 NFT의 본질에 대해 설명하고 있다.코인의 가격이나, NFT 개발 방법을 보여주는 책들은 있다.그런데 NFT의 본질에 대해 이처럼 상세하게 설명해 주는 책은 이 책이 유일하지 않을까 싶다.NFT(Non... + 더보기",9791158393212,5.0
NFT 실체와 가치,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=291003182,장세형,2022-03-30,2022-04-28,주한길,구매,5점,[독서-673] NFT 실체와 가치 - 메타버스 시대의 경제 생태계 위키북스는 프로그래밍 언어와  IT 기술과 관련한 서적을 많이 출간했다. 제목과 표지 그리고 출판사 이름을 보았을 때 기술서적이라고 생각했다. NFT에 관한 개요나 정보를 전달하기보다는 NFT의 실체에 대해 정확한 시선으로 토큰의 본질을 꿰뚫어나가는 설명을 따라가다 보니 기술서적보다는 인문학 경제 서적과 가깝다는 느낌을 많이 받았다. NFT의 진정한 가치에 대해 생각해 보고 앞으로의 발전 가능성을 생각해 보게 한다.NFT(Non-Fungible Token)을 제대로 알기 위해서 NFT의 실체라고 할 수 있는 토큰을 알아야 ... + 더보기,9791158393212,5.0
생활코딩! HTML+CSS+자바스크립트,http://www.yes24.com/Product/Goods/108553101,이고잉 저,2022-04-07,2022-04-27,k*******2,,내용 평점5점  편집/디자인 평점5점,"css란 무엇인가? 이를 통해 CLASS 라고 하는 속성의 값은 여러 개의 값이 올 수 있고,띄어쓰기로 구분한다는 것과 하나의 태그에는 여러가지 속성이 들어갈 수 있고, 여러 개의 선택자를 통해 하나의 태그를 공동으로 제어할 수 있다는 사실을 알 수 있습니다. (-234-) 함수는 영어로 function 이라 하고, 여러분이 객체를 배우면 똑같은 함수를 매서드라고 부... 더보기",9791158393274,5.0
생활코딩! HTML+CSS+자바스크립트,http://www.yes24.com/Product/Goods/108553101,이고잉 저,2022-04-07,2022-04-27,도**즈,,내용 평점5점  편집/디자인 평점5점,"어설픈 풀스택에서 프론트엔드 개발자로 다시 일을 하고 있는 요즘, 기본에 대한 중요성을 매번 느끼곤 한다. 다양한 프론트엔드 프레임워크를 익히는 것도 중요하지만, html+css+자바스크립트 3종은 프론트엔드의 기본이라고 볼 수 있다. 회사에 따라 html+css는 따로 해주는 퍼블리셔가 존재하는 경우도 더러 있지만, 코드를 수정하다보면 건드려야 하는 경... 더보기",9791158393274,5.0
생활코딩! HTML + CSS + 자바스크립트,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=291695193,이고잉,2022-04-07,2022-04-27,깐도리,구매,5점,"생활코딩! HTML+CSS+자바스크립트 (개정판) css란 무엇인가?이를 통해 CLASS 라고 하는 속성의 값은 여러 개의 값이 올 수 있고,띄어쓰기로 구분한다는 것과 하나의 태그에는 여러가지 속성이 들어갈 수 있고, 여러 개의 선택자를 통해 하나의 태그를 공동으로 제어할 수 있다는 사실을 알 수 있습니다. (-234-)함수는 영어로 function 이라 하고, 여러분이 객체를 배우면 똑같은 함수를 매서드라고 부르는 경우도 있습니다. 메서드느 잊으시고 , 함수라는 말만 기억해 두시면 됩니다.이번 수업에는 먼저 함수의 기본적인 뭄법을 배우고, 매개변수(parameter) 와 인자(a... + 더보기",9791158393274,5.0
생활코딩! HTML + CSS + 자바스크립트,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=291695193,이고잉,2022-04-07,2022-04-27,로즈,구매,5점,"생활코딩! HTML + CSS + 자바스크립트 어설픈 풀스택에서 프론트엔드 개발자로 다시 일을 하고 있는 요즘, 기본에 대한 중요성을 매번 느끼곤 한다.다양한 프론트엔드 프레임워크를 익히는 것도 중요하지만, html+css+자바스크립트 3종은 프론트엔드의 기본이라고 볼 수 있다. 회사에 따라 html+css는 따로 해주는 퍼블리셔가 존재하는 경우도 더러 있지만, 코드를 수정하다보면 건드려야 하는 경우가 많기 때문에 반필수 정도랄까. 아무튼. 내가 다시 프론트엔드를 시작하면서 기본이 부족할 때마다 찾아보는 유튜버 중 하나가 이고잉님의 생활코딩이다. 굉장히 다양한... + 더보기",9791158393274,5.0
생활코딩! HTML + CSS + 자바스크립트,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=291695193,이고잉,2022-04-07,2022-04-27,깐도리,구매,5점,"생활코딩! HTML+CSS+자바스크립트 (개정판) css란 무엇인가?이를 통해 CLASS 라고 하는 속성의 값은 여러 개의 값이 올 수 있고,띄어쓰기로 구분한다는 것과 하나의 태그에는 여러가지 속성이 들어갈 수 있고, 여러 개의 선택자를 통해 하나의 태그를 공동으로 제어할 수 있다는 사실을 알 수 있습니다. (-234-)함수는 영어로 function 이라 하고, 여러분이 객체를 배우면 똑같은 함수를 매서드라고 부르는 경우도 있습니다. 메서드느 잊으시고 , 함수라는 말만 기억해 두시면 됩니다.이번 수업에는 먼저 함수의 기본적인 뭄법을 배우고, 매개변수(parameter) 와 인자(a... + 더보기",9791158393274,5.0
